,id,metadata
1490,Halisarca sp. DVL-2010,"{'taxonomy': ['Eukaryota', 'Porifera', 'Demospongiae', 'Dendroceratida', 'Halisarcidae', 'Halisarca', 'Halisarca sp. DVL-2010', 'Halisarca sp. DVL-2010']}"
1491,Haloarcula marismortui ATCC 43049,"{'taxonomy': ['Archaea', 'Euryarchaeota', 'Halobacteria', 'Halobacteriales', 'Halobacteriaceae', 'Haloarcula', 'Haloarcula marismortui', 'Haloarcula marismortui ATCC 43049']}"
1492,Halobacterium salinarum R1,"{'taxonomy': ['Archaea', 'Euryarchaeota', 'Halobacteria', 'Halobacteriales', 'Halobacteriaceae', 'Halobacterium', 'Halobacterium salinarum', 'Halobacterium salinarum R1']}"
1493,Halobacterium sp. NRC-1,"{'taxonomy': ['Archaea', 'Euryarchaeota', 'Halobacteria', 'Halobacteriales', 'Halobacteriaceae', 'Halobacterium', 'Halobacterium salinarum', 'Halobacterium sp. NRC-1']}"
1494,Haloferax volcanii DS2,"{'taxonomy': ['Archaea', 'Euryarchaeota', 'Halobacteria', 'Halobacteriales', 'Halobacteriaceae', 'Haloferax', 'Haloferax volcanii', 'Haloferax volcanii DS2']}"
1495,Halogeometricum borinquense DSM 11551,"{'taxonomy': ['Archaea', 'Euryarchaeota', 'Halobacteria', 'Halobacteriales', 'Halobacteriaceae', 'Halogeometricum', 'Halogeometricum borinquense', 'Halogeometricum borinquense DSM 11551']}"
1496,Halomicrobium mukohataei DSM 12286,"{'taxonomy': ['Archaea', 'Euryarchaeota', 'Halobacteria', 'Halobacteriales', 'Halobacteriaceae', 'Halomicrobium', 'Halomicrobium mukohataei', 'Halomicrobium mukohataei DSM 12286']}"
1497,Halomonas elongata DSM 2581,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Oceanospirillales', 'Halomonadaceae', 'Halomonas', 'Halomonas elongata', 'Halomonas elongata DSM 2581']}"
1498,Haloquadratum walsbyi DSM 16790,"{'taxonomy': ['Archaea', 'Euryarchaeota', 'Halobacteria', 'Halobacteriales', 'Halobacteriaceae', 'Haloquadratum', 'Haloquadratum walsbyi', 'Haloquadratum walsbyi DSM 16790']}"
1499,Halorhabdus utahensis DSM 12940,"{'taxonomy': ['Archaea', 'Euryarchaeota', 'Halobacteria', 'Halobacteriales', 'Halobacteriaceae', 'Halorhabdus', 'Halorhabdus utahensis', 'Halorhabdus utahensis DSM 12940']}"
1500,Halorhodospira halophila SL1,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Chromatiales', 'Ectothiorhodospiraceae', 'Halorhodospira', 'Halorhodospira halophila', 'Halorhodospira halophila SL1']}"
1501,Halorubrum lacusprofundi ATCC 49239,"{'taxonomy': ['Archaea', 'Euryarchaeota', 'Halobacteria', 'Halobacteriales', 'Halobacteriaceae', 'Halorubrum', 'Halorubrum lacusprofundi', 'Halorubrum lacusprofundi ATCC 49239']}"
1502,Haloterrigena turkmenica DSM 5511,"{'taxonomy': ['Archaea', 'Euryarchaeota', 'Halobacteria', 'Halobacteriales', 'Halobacteriaceae', 'Haloterrigena', 'Haloterrigena turkmenica', 'Haloterrigena turkmenica DSM 5511']}"
1503,Halothermothrix orenii H 168,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Halanaerobiales', 'Halanaerobiaceae', 'Halothermothrix', 'Halothermothrix orenii', 'Halothermothrix orenii H 168']}"
1504,Halothiobacillus neapolitanus c2,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Chromatiales', 'Halothiobacillaceae', 'Halothiobacillus', 'Halothiobacillus neapolitanus', 'Halothiobacillus neapolitanus c2']}"
1505,Hanseniaspora uvarum,"{'taxonomy': ['Eukaryota', 'Ascomycota', 'Saccharomycetes', 'Saccharomycetales', 'Saccharomycodaceae', 'Hanseniaspora', 'Hanseniaspora uvarum', 'Hanseniaspora uvarum']}"
1506,Hartmannella vermiformis,"{'taxonomy': ['Eukaryota', 'unclassified (derived from Eukaryota)', 'unclassified (derived from Eukaryota)', 'unclassified (derived from Eukaryota)', 'Hartmannellidae', 'Hartmannella', 'Hartmannella vermiformis', 'Hartmannella vermiformis']}"
1507,Helicobacter acinonychis str. Sheeba,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Epsilonproteobacteria', 'Campylobacterales', 'Helicobacteraceae', 'Helicobacter', 'Helicobacter acinonychis', 'Helicobacter acinonychis str. Sheeba']}"
1508,Helicobacter bilis ATCC 43879,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Epsilonproteobacteria', 'Campylobacterales', 'Helicobacteraceae', 'Helicobacter', 'Helicobacter bilis', 'Helicobacter bilis ATCC 43879']}"
1509,Helicobacter canadensis MIT 98-5491,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Epsilonproteobacteria', 'Campylobacterales', 'Helicobacteraceae', 'Helicobacter', 'Helicobacter canadensis', 'Helicobacter canadensis MIT 98-5491']}"
1510,Helicobacter cinaedi CCUG 18818,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Epsilonproteobacteria', 'Campylobacterales', 'Helicobacteraceae', 'Helicobacter', 'Helicobacter cinaedi', 'Helicobacter cinaedi CCUG 18818']}"
1511,Helicobacter felis ATCC 49179,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Epsilonproteobacteria', 'Campylobacterales', 'Helicobacteraceae', 'Helicobacter', 'Helicobacter felis', 'Helicobacter felis ATCC 49179']}"
1512,Helicobacter hepaticus ATCC 51449,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Epsilonproteobacteria', 'Campylobacterales', 'Helicobacteraceae', 'Helicobacter', 'Helicobacter hepaticus', 'Helicobacter hepaticus ATCC 51449']}"
1513,Helicobacter mustelae 12198,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Epsilonproteobacteria', 'Campylobacterales', 'Helicobacteraceae', 'Helicobacter', 'Helicobacter mustelae', 'Helicobacter mustelae 12198']}"
1514,Helicobacter pullorum MIT 98-5489,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Epsilonproteobacteria', 'Campylobacterales', 'Helicobacteraceae', 'Helicobacter', 'Helicobacter pullorum', 'Helicobacter pullorum MIT 98-5489']}"
1515,Helicobacter pylori 26695,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Epsilonproteobacteria', 'Campylobacterales', 'Helicobacteraceae', 'Helicobacter', 'Helicobacter pylori', 'Helicobacter pylori 26695']}"
1516,Helicobacter pylori 98-10,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Epsilonproteobacteria', 'Campylobacterales', 'Helicobacteraceae', 'Helicobacter', 'Helicobacter pylori', 'Helicobacter pylori 98-10']}"
1517,Helicobacter pylori B38,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Epsilonproteobacteria', 'Campylobacterales', 'Helicobacteraceae', 'Helicobacter', 'Helicobacter pylori', 'Helicobacter pylori B38']}"
1518,Helicobacter pylori B8,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Epsilonproteobacteria', 'Campylobacterales', 'Helicobacteraceae', 'Helicobacter', 'Helicobacter pylori', 'Helicobacter pylori B8']}"
1519,Helicobacter pylori G27,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Epsilonproteobacteria', 'Campylobacterales', 'Helicobacteraceae', 'Helicobacter', 'Helicobacter pylori', 'Helicobacter pylori G27']}"
1520,Helicobacter pylori HPAG1,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Epsilonproteobacteria', 'Campylobacterales', 'Helicobacteraceae', 'Helicobacter', 'Helicobacter pylori', 'Helicobacter pylori HPAG1']}"
1521,Helicobacter pylori HPKX_438_AG0C1,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Epsilonproteobacteria', 'Campylobacterales', 'Helicobacteraceae', 'Helicobacter', 'Helicobacter pylori', 'Helicobacter pylori HPKX_438_AG0C1']}"
1522,Helicobacter pylori HPKX_438_CA4C1,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Epsilonproteobacteria', 'Campylobacterales', 'Helicobacteraceae', 'Helicobacter', 'Helicobacter pylori', 'Helicobacter pylori HPKX_438_CA4C1']}"
1523,Helicobacter pylori J99,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Epsilonproteobacteria', 'Campylobacterales', 'Helicobacteraceae', 'Helicobacter', 'Helicobacter pylori', 'Helicobacter pylori J99']}"
1524,Helicobacter pylori P12,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Epsilonproteobacteria', 'Campylobacterales', 'Helicobacteraceae', 'Helicobacter', 'Helicobacter pylori', 'Helicobacter pylori P12']}"
1525,Helicobacter pylori SJM180,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Epsilonproteobacteria', 'Campylobacterales', 'Helicobacteraceae', 'Helicobacter', 'Helicobacter pylori', 'Helicobacter pylori SJM180']}"
1526,Helicobacter pylori Shi470,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Epsilonproteobacteria', 'Campylobacterales', 'Helicobacteraceae', 'Helicobacter', 'Helicobacter pylori', 'Helicobacter pylori Shi470']}"
1527,Helicobacter winghamensis ATCC BAA-430,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Epsilonproteobacteria', 'Campylobacterales', 'Helicobacteraceae', 'Helicobacter', 'Helicobacter winghamensis', 'Helicobacter winghamensis ATCC BAA-430']}"
1528,Helicosporidium sp. ex Simulium jonesi,"{'taxonomy': ['Eukaryota', 'Chlorophyta', 'Trebouxiophyceae', 'unclassified (derived from Trebouxiophyceae)', 'unclassified (derived from Trebouxiophyceae)', 'Helicosporidium', 'Helicosporidium sp. ex Simulium jonesi', 'Helicosporidium sp. ex Simulium jonesi']}"
1529,Heliobacterium modesticaldum Ice1,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Heliobacteriaceae', 'Heliobacterium', 'Heliobacterium modesticaldum', 'Heliobacterium modesticaldum Ice1']}"
1530,Hemiselmis andersenii,"{'taxonomy': ['Eukaryota', 'unclassified (derived from Eukaryota)', 'Cryptophyta', 'Cryptomonadales', 'Hemiselmidaceae', 'Hemiselmis', 'Hemiselmis andersenii', 'Hemiselmis andersenii']}"
1531,Herbaspirillum seropedicae SmR1,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Betaproteobacteria', 'Burkholderiales', 'Oxalobacteraceae', 'Herbaspirillum', 'Herbaspirillum seropedicae', 'Herbaspirillum seropedicae SmR1']}"
1532,Herminiimonas arsenicoxydans,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Betaproteobacteria', 'Burkholderiales', 'Oxalobacteraceae', 'Herminiimonas', 'Herminiimonas arsenicoxydans', 'Herminiimonas arsenicoxydans']}"
1533,Herpetosiphon aurantiacus ATCC 23779,"{'taxonomy': ['Bacteria', 'Chloroflexi', 'Chloroflexi (class)', 'Herpetosiphonales', 'Herpetosiphonaceae', 'Herpetosiphon', 'Herpetosiphon aurantiacus', 'Herpetosiphon aurantiacus ATCC 23779']}"
1534,Heterosigma akashiwo,"{'taxonomy': ['Eukaryota', 'unclassified (derived from Eukaryota)', 'Raphidophyceae', 'Chattonellales', 'Chattonellaceae', 'Heterosigma', 'Heterosigma akashiwo', 'Heterosigma akashiwo']}"
1535,Hirschia baltica ATCC 49814,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Alphaproteobacteria', 'Rhodobacterales', 'Hyphomonadaceae', 'Hirschia', 'Hirschia baltica', 'Hirschia baltica ATCC 49814']}"
1536,Hoeflea phototrophica DFL-43,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Alphaproteobacteria', 'Rhizobiales', 'Phyllobacteriaceae', 'Hoeflea', 'Hoeflea phototrophica', 'Hoeflea phototrophica DFL-43']}"
1537,Holdemania filiformis DSM 12042,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Erysipelotrichi', 'Erysipelotrichales', 'Erysipelotrichaceae', 'Holdemania', 'Holdemania filiformis', 'Holdemania filiformis DSM 12042']}"
1538,Holothuria forskali,"{'taxonomy': ['Eukaryota', 'Echinodermata', 'Holothuroidea', 'Aspidochirotida', 'Holothuriidae', 'Holothuria', 'Holothuria forskali', 'Holothuria forskali']}"
1539,Homo sapiens,"{'taxonomy': ['Eukaryota', 'Chordata', 'Mammalia', 'Primates', 'Hominidae', 'Homo', 'Homo sapiens', 'Homo sapiens']}"
1540,Hordeum vulgare subsp. vulgare,"{'taxonomy': ['Eukaryota', 'Streptophyta', 'Liliopsida', 'Poales', 'Poaceae', 'Hordeum', 'Hordeum vulgare', 'Hordeum vulgare subsp. vulgare']}"
1541,Huperzia lucidula,"{'taxonomy': ['Eukaryota', 'Streptophyta', 'Lycopodiopsida', 'Lycopodiales', 'Lycopodiaceae', 'Huperzia', 'Huperzia lucidula', 'Huperzia lucidula']}"
1542,Hyaloraphidium curvatum,"{'taxonomy': ['Eukaryota', 'Chytridiomycota', 'Monoblepharidomycetes', 'Monoblepharidales', 'unclassified (derived from Monoblepharidales)', 'Hyaloraphidium', 'Hyaloraphidium curvatum', 'Hyaloraphidium curvatum']}"
1543,Hydra magnipapillata,"{'taxonomy': ['Eukaryota', 'Cnidaria', 'Hydrozoa', 'Hydroida', 'Hydridae', 'Hydra', 'Hydra magnipapillata', 'Hydra magnipapillata']}"
1544,Hydra oligactis,"{'taxonomy': ['Eukaryota', 'Cnidaria', 'Hydrozoa', 'Hydroida', 'Hydridae', 'Hydra', 'Hydra oligactis', 'Hydra oligactis']}"
1545,Hydrogenivirga sp. 128-5-R1-1,"{'taxonomy': ['Bacteria', 'Aquificae', 'Aquificae (class)', 'Aquificales', 'Aquificaceae', 'Hydrogenivirga', 'Hydrogenivirga sp. 128-5-R1-1', 'Hydrogenivirga sp. 128-5-R1-1']}"
1546,Hydrogenobacter thermophilus TK-6,"{'taxonomy': ['Bacteria', 'Aquificae', 'Aquificae (class)', 'Aquificales', 'Aquificaceae', 'Hydrogenobacter', 'Hydrogenobacter thermophilus', 'Hydrogenobacter thermophilus TK-6']}"
1547,Hydrogenobaculum sp. Y04AAS1,"{'taxonomy': ['Bacteria', 'Aquificae', 'Aquificae (class)', 'Aquificales', 'Aquificaceae', 'Hydrogenobaculum', 'Hydrogenobaculum sp. Y04AAS1', 'Hydrogenobaculum sp. Y04AAS1']}"
1548,Hyperthermus butylicus DSM 5456,"{'taxonomy': ['Archaea', 'Crenarchaeota', 'Thermoprotei', 'Desulfurococcales', 'Pyrodictiaceae', 'Hyperthermus', 'Hyperthermus butylicus', 'Hyperthermus butylicus DSM 5456']}"
1549,Hyphomicrobium denitrificans ATCC 51888,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Alphaproteobacteria', 'Rhizobiales', 'Hyphomicrobiaceae', 'Hyphomicrobium', 'Hyphomicrobium denitrificans', 'Hyphomicrobium denitrificans ATCC 51888']}"
1550,Hyphomonas neptunium ATCC 15444,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Alphaproteobacteria', 'Rhodobacterales', 'Hyphomonadaceae', 'Hyphomonas', 'Hyphomonas neptunium', 'Hyphomonas neptunium ATCC 15444']}"
1551,Hypocrea jecorina,"{'taxonomy': ['Eukaryota', 'Ascomycota', 'Sordariomycetes', 'Hypocreales', 'Hypocreaceae', 'Hypocrea', 'Hypocrea jecorina', 'Hypocrea jecorina']}"
1552,Idiomarina baltica OS145,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Alteromonadales', 'Idiomarinaceae', 'Idiomarina', 'Idiomarina baltica', 'Idiomarina baltica OS145']}"
1553,Idiomarina loihiensis L2TR,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Alteromonadales', 'Idiomarinaceae', 'Idiomarina', 'Idiomarina loihiensis', 'Idiomarina loihiensis L2TR']}"
1554,Igernella notabilis,"{'taxonomy': ['Eukaryota', 'Porifera', 'Demospongiae', 'Dendroceratida', 'Dictyodendrillidae', 'Igernella', 'Igernella notabilis', 'Igernella notabilis']}"
1555,Ignicoccus hospitalis KIN4/I,"{'taxonomy': ['Archaea', 'Crenarchaeota', 'Thermoprotei', 'Desulfurococcales', 'Desulfurococcaceae', 'Ignicoccus', 'Ignicoccus hospitalis', 'Ignicoccus hospitalis KIN4/I']}"
1556,Ignisphaera aggregans DSM 17230,"{'taxonomy': ['Archaea', 'Crenarchaeota', 'Thermoprotei', 'Desulfurococcales', 'Desulfurococcaceae', 'Ignisphaera', 'Ignisphaera aggregans', 'Ignisphaera aggregans DSM 17230']}"
1557,Illicium oligandrum,"{'taxonomy': ['Eukaryota', 'Streptophyta', 'unclassified (derived from Streptophyta)', 'Austrobaileyales', 'Schisandraceae', 'Illicium', 'Illicium oligandrum', 'Illicium oligandrum']}"
1558,Ilyobacter polytropus DSM 2926,"{'taxonomy': ['Bacteria', 'Fusobacteria', 'Fusobacteriia', 'Fusobacteriales', 'Fusobacteriaceae', 'Ilyobacter', 'Ilyobacter polytropus', 'Ilyobacter polytropus DSM 2926']}"
1559,IncN plasmid R46,"{'taxonomy': ['other sequences', 'unclassified (derived from other sequences)', 'unclassified (derived from other sequences)', 'unclassified (derived from other sequences)', 'unclassified (derived from other sequences)', 'unclassified (derived from other sequences)', 'IncN plasmid R46', 'IncN plasmid R46']}"
1560,IncP-1 plasmid pKJK5,"{'taxonomy': ['other sequences', 'unclassified (derived from other sequences)', 'unclassified (derived from other sequences)', 'unclassified (derived from other sequences)', 'unclassified (derived from other sequences)', 'unclassified (derived from other sequences)', 'IncP-1 plasmid pKJK5', 'IncP-1 plasmid pKJK5']}"
1561,IncP-1beta multiresistance plasmid pB8,"{'taxonomy': ['other sequences', 'unclassified (derived from other sequences)', 'unclassified (derived from other sequences)', 'unclassified (derived from other sequences)', 'unclassified (derived from other sequences)', 'unclassified (derived from other sequences)', 'IncP-1beta multiresistance plasmid pB8', 'IncP-1beta multiresistance plasmid pB8']}"
1562,Intrasporangium calvum DSM 43043,"{'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Intrasporangiaceae', 'Intrasporangium', 'Intrasporangium calvum', 'Intrasporangium calvum DSM 43043']}"
1563,Invertebrate iridescent virus 3,"{'taxonomy': ['Viruses', 'unclassified (derived from Viruses)', 'unclassified (derived from Viruses)', 'unclassified (derived from Viruses)', 'Iridoviridae', 'Chloriridovirus', 'Invertebrate iridescent virus 3', 'Invertebrate iridescent virus 3']}"
1564,Iodobacteriophage phiPLPE,"{'taxonomy': ['Viruses', 'unclassified (derived from Viruses)', 'unclassified (derived from Viruses)', 'Caudovirales', 'Myoviridae', 'unclassified (derived from Myoviridae)', 'Iodobacteriophage phiPLPE', 'Iodobacteriophage phiPLPE']}"
1565,Ipomoea purpurea,"{'taxonomy': ['Eukaryota', 'Streptophyta', 'unclassified (derived from Streptophyta)', 'Solanales', 'Convolvulaceae', 'Ipomoea', 'Ipomoea purpurea', 'Ipomoea purpurea']}"
1566,Ircinia strobilina,"{'taxonomy': ['Eukaryota', 'Porifera', 'Demospongiae', 'Dictyoceratida', 'Irciniidae', 'Ircinia', 'Ircinia strobilina', 'Ircinia strobilina']}"
1567,Ixodes scapularis,"{'taxonomy': ['Eukaryota', 'Arthropoda', 'Arachnida', 'Ixodida', 'Ixodidae', 'Ixodes', 'Ixodes scapularis', 'Ixodes scapularis']}"
1568,Janibacter sp. HTCC2649,"{'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Intrasporangiaceae', 'Janibacter', 'Janibacter sp. HTCC2649', 'Janibacter sp. HTCC2649']}"
1569,Jannaschia sp. CCS1,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Alphaproteobacteria', 'Rhodobacterales', 'Rhodobacteraceae', 'Jannaschia', 'Jannaschia sp. CCS1', 'Jannaschia sp. CCS1']}"
1570,Janthinobacterium sp. Marseille,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Betaproteobacteria', 'Burkholderiales', 'Oxalobacteraceae', 'Janthinobacterium', 'Janthinobacterium sp. Marseille', 'Janthinobacterium sp. Marseille']}"
1571,Jasminum nudiflorum,"{'taxonomy': ['Eukaryota', 'Streptophyta', 'unclassified (derived from Streptophyta)', 'Lamiales', 'Oleaceae', 'Jasminum', 'Jasminum nudiflorum', 'Jasminum nudiflorum']}"
1572,Jonesia denitrificans DSM 20603,"{'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Jonesiaceae', 'Jonesia', 'Jonesia denitrificans', 'Jonesia denitrificans DSM 20603']}"
1573,Jonquetella anthropi E3_33 E1,"{'taxonomy': ['Bacteria', 'Synergistetes', 'Synergistia', 'Synergistales', 'Synergistaceae', 'Jonquetella', 'Jonquetella anthropi', 'Jonquetella anthropi E3_33 E1']}"
1574,Jordanella floridae,"{'taxonomy': ['Eukaryota', 'Chordata', 'Actinopterygii', 'Cyprinodontiformes', 'Cyprinodontidae', 'Jordanella', 'Jordanella floridae', 'Jordanella floridae']}"
1575,Kangiella koreensis DSM 16069,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Oceanospirillales', 'Alcanivoracaceae', 'Kangiella', 'Kangiella koreensis', 'Kangiella koreensis DSM 16069']}"
1576,Keteleeria davidiana,"{'taxonomy': ['Eukaryota', 'Streptophyta', 'Coniferopsida', 'Coniferales', 'Pinaceae', 'Keteleeria', 'Keteleeria davidiana', 'Keteleeria davidiana']}"
1577,Ketogulonicigenium vulgare Y25,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Alphaproteobacteria', 'Rhodobacterales', 'Rhodobacteraceae', 'Ketogulonicigenium', 'Ketogulonicigenium vulgare', 'Ketogulonicigenium vulgare Y25']}"
1578,Kineococcus radiotolerans SRS30216,"{'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Kineosporiaceae', 'Kineococcus', 'Kineococcus radiotolerans', 'Kineococcus radiotolerans SRS30216']}"
1579,Kingella oralis ATCC 51147,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Betaproteobacteria', 'Neisseriales', 'Neisseriaceae', 'Kingella', 'Kingella oralis', 'Kingella oralis ATCC 51147']}"
1580,Klebsiella oxytoca KOX105,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Enterobacteriales', 'Enterobacteriaceae', 'Klebsiella', 'Klebsiella oxytoca', 'Klebsiella oxytoca KOX105']}"
1581,Klebsiella phage KP32,"{'taxonomy': ['Viruses', 'unclassified (derived from Viruses)', 'unclassified (derived from Viruses)', 'Caudovirales', 'Podoviridae', 'T7-like viruses', 'Klebsiella phage KP32', 'Klebsiella phage KP32']}"
1582,Klebsiella pneumoniae,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Enterobacteriales', 'Enterobacteriaceae', 'Klebsiella', 'Klebsiella pneumoniae', 'Klebsiella pneumoniae']}"
1583,Klebsiella pneumoniae 342,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Enterobacteriales', 'Enterobacteriaceae', 'Klebsiella', 'Klebsiella pneumoniae', 'Klebsiella pneumoniae 342']}"
1584,Klebsiella pneumoniae NTUH-K2044,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Enterobacteriales', 'Enterobacteriaceae', 'Klebsiella', 'Klebsiella pneumoniae', 'Klebsiella pneumoniae NTUH-K2044']}"
1585,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Enterobacteriales', 'Enterobacteriaceae', 'Klebsiella', 'Klebsiella pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae MGH 78578']}"
1586,Klebsiella pneumoniae subsp. rhinoscleromatis ATCC 13884,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Enterobacteriales', 'Enterobacteriaceae', 'Klebsiella', 'Klebsiella pneumoniae', 'Klebsiella pneumoniae subsp. rhinoscleromatis ATCC 13884']}"
1587,Klebsiella sp. 1_1_55,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Enterobacteriales', 'Enterobacteriaceae', 'Klebsiella', 'Klebsiella sp. 1_1_55', 'Klebsiella sp. 1_1_55']}"
